3	1	1	2	0	0	-1	3	16	9	23	29	30	39	40	49	50	1
3	2	1	2	0	0	1	0	19	20	39	40	50	50	50	50	50	1
3	3	1	2	0	0	2	9	10	29	30	49	50	50	50	50	50	1
3	4	1	2	0	0	-2	25	50	50	50	50	50	50	50	50	50	1
3	5	1	2	0	0	3	9	40	50	50	50	50	50	50	50	50	1
3	6	1	2	0	0	-3	3	16	9	23	29	30	39	40	49	50	1
3	7	1	2	0	0	4	0	19	20	39	40	50	50	50	50	50	1
3	8	1	2	0	0	-4	9	10	29	30	49	50	50	50	50	50	1
3	9	1	2	0	0	5	25	50	50	50	50	50	50	50	50	50	1
3	10	1	2	0	0	-5	9	40	50	50	50	50	50	50	50	50	1
1	20	1	4	0	0	6	3	16	9	23	29	30	39	40	49	50	1
1	24	1	4	0	0	-6	0	19	20	39	40	50	50	50	50	50	1
1	28	1	4	0	0	7	9	10	29	30	49	50	50	50	50	50	1
1	32	1	4	0	0	-7	25	50	50	50	50	50	50	50	50	50	1
1	36	1	4	0	0	8	9	40	50	50	50	50	50	50	50	50	1
1	40	1	4	0	0	-8	3	16	9	23	29	30	39	40	49	50	1
1	44	1	4	0	0	9	0	19	20	39	40	50	50	50	50	50	1
1	48	1	4	0	0	-9	9	10	29	30	49	50	50	50	50	50	1
1	52	1	4	0	0	0	25	50	50	50	50	50	50	50	50	50	1
1	56	1	4	0	0	0	9	40	50	50	50	50	50	50	50	50	1
1	60	1	4	0	0	0	3	16	9	23	29	30	39	40	49	50	1
4	75	1	2	0	0	-1	3	16	9	23	29	30	39	40	49	50	1
4	76	1	2	0	0	1	0	19	20	39	40	50	50	50	50	50	1
4	77	1	2	0	0	2	9	10	29	30	49	50	50	50	50	50	1
4	78	1	2	0	0	-2	25	50	50	50	50	50	50	50	50	50	1
4	79	1	2	0	0	3	9	40	50	50	50	50	50	50	50	50	1
4	80	1	2	0	0	-3	3	16	9	23	29	30	39	40	49	50	1
4	81	1	2	0	0	4	0	19	20	39	40	50	50	50	50	50	1
4	82	1	2	0	0	-4	9	10	29	30	49	50	50	50	50	50	1
4	83	1	2	0	0	5	25	50	50	50	50	50	50	50	50	50	1
4	84	1	2	0	0	-5	9	40	50	50	50	50	50	50	50	50	1
1	100	1	4	0	0	6	3	16	9	23	29	30	39	40	49	50	1
1	104	1	4	0	0	-6	0	19	20	39	40	50	50	50	50	50	1
1	108	1	4	0	0	7	9	10	29	30	49	50	50	50	50	50	1
1	112	1	4	0	0	-7	25	50	50	50	50	50	50	50	50	50	1
1	116	1	4	0	0	8	9	40	50	50	50	50	50	50	50	50	1
1	120	1	4	0	0	-8	3	16	9	23	29	30	39	40	49	50	1
1	124	1	4	0	0	9	0	19	20	39	40	50	50	50	50	50	1
1	128	1	4	0	0	-9	9	10	29	30	49	50	50	50	50	50	1
1	132	1	4	0	0	0	25	50	50	50	50	50	50	50	50	50	1
1	136	1	4	0	0	0	9	40	50	50	50	50	50	50	50	50	1
1	140	1	4	0	0	0	3	16	9	23	29	30	39	40	49	50	1
4	160	1	1	0	0	-1	3	16	9	23	29	30	39	40	49	50	1
4	161	1	1	0	0	1	0	19	20	39	40	50	50	50	50	50	1
4	162	1	1	0	0	2	9	10	29	30	49	50	50	50	50	50	1
4	163	1	1	0	0	-2	25	50	50	50	50	50	50	50	50	50	1
4	164	1	1	0	0	3	9	40	50	50	50	50	50	50	50	50	1
4	165	1	1	0	0	-3	3	16	9	23	29	30	39	40	49	50	1
6	166	1	1	0	0	4	0	19	20	39	40	50	50	50	50	50	1
6	167	1	1	0	0	-4	9	10	29	30	49	50	50	50	50	50	1
6	168	1	1	0	0	5	25	50	50	50	50	50	50	50	50	50	1
6	169	1	1	0	0	-5	9	40	50	50	50	50	50	50	50	50	1
6	170	1	1	0	0	6	3	16	9	23	29	30	39	40	49	50	1
6	171	1	1	0	0	-6	0	19	20	39	40	50	50	50	50	50	1
6	172	1	1	0	0	7	9	10	29	30	49	50	50	50	50	50	1
6	173	1	1	0	0	-7	25	50	50	50	50	50	50	50	50	50	1
6	174	1	1	0	0	8	9	40	50	50	50	50	50	50	50	50	1
6	175	1	1	0	0	-8	3	16	9	23	29	30	39	40	49	50	1
6	176	1	1	0	0	9	0	19	20	39	40	50	50	50	50	50	1
6	177	1	1	0	0	-9	9	10	29	30	49	50	50	50	50	50	1
6	178	1	1	0	0	0	25	50	50	50	50	50	50	50	50	50	1
6	179	1	1	0	0	0	9	40	50	50	50	50	50	50	50	50	1
6	180	1	1	0	0	0	3	16	9	23	29	30	39	40	49	50	1
