15	2	1
15	4	1
15	6	2
15	8	2
15	10	1
15	10	2
15	11	3
15	11.5	3
15	12	3
15	12.5	4
15	13	4
15	13.5	4
15	14	3
15	14.5	3
15	15	3
15	15.5	4
15	16	4
15	16.5	4
15	17	3
15	17.5	3
15	18	3
15	18.5	4
15	19	4
15	19.5	4
8	20	1
8	21	1
8	22	2
8	23	2
8	24	3
8	25	3
8	26	4
8	27	4
8	28	1
8	29	1
8	30	2
8	31	2
8	32	3
8	33	3
8	34	4
8	35	4
8	36	1
8	37	1
8	38	2
8	39	2
8	40	3
8	41	3
8	42	4
8	43	4
8	44	1
8	45	1
8	46	2
8	47	2
8	48	3
8	49	3
8	50	4
8	51	4
8	52	1
8	53	1
8	54	2
8	55	2
8	56	3
8	57	3
8	58	4
8	59	4
8	84	4
8	84.25	4
8	84.5	3
8	84.75	3
8	85	2
8	85.25	2
8	85.5	1
8	85.75	1
8	86	4
8	86.25	4
8	86.5	3
8	86.75	3
8	87	2
8	87.25	2
8	87.5	1
8	87.75	1
8	88	4
8	88.25	4
8	88.5	3
8	88.75	3
8	89	2
8	89.25	2
8	89.5	1
8	89.75	1
8	90	4
8	90.25	4
8	90.5	3
8	90.75	3
8	91	2
8	91.25	2
8	91.5	1
8	91.75	1
8	92	4
8	92.25	4
8	92.5	3
8	92.75	3
8	93	2
8	93.25	2
8	93.5	1
8	93.75	1
8	94	4
8	94.25	4
8	94.5	3
8	94.75	3
8	95	2
8	95.25	2
8	95.5	1
8	95.75	1
8	96	4
8	96.25	4
8	96.5	3
8	96.75	3
8	97	2
8	97.25	2
8	97.5	1
8	97.75	1
8	98	4
8	98.25	4
8	98.5	3
8	98.75	3
8	99	2
8	99.25	2
8	99.5	1
8	99.75	1
8	100	1
8	103	1
8	106	2
8	109	2
8	112	3
8	115	3
8	118	4
8	121	4
8	124	1
8	127	1
8	130	2
8	133	2
8	136	3
8	139	3
8	142	4
8	145	4
8	146	4
8	146.25	4
8	146.5	3
8	146.75	3
8	147	2
8	147.25	2
8	147.5	1
8	147.75	1
8	148	4
8	148.25	4
8	148.5	3
8	148.75	3
8	149	2
8	149.25	2
8	149.5	1
8	149.75	1
8	150	4
8	150.25	4
8	150.5	3
8	150.75	3
8	151	2
8	151.25	2
8	151.5	1
8	151.75	1
8	152	4
8	152.25	4
8	152.5	3
8	152.75	3
8	153	2
8	153.25	2
8	153.5	1
8	153.75	1
8	154	4
8	154.25	4
8	154.5	3
8	154.75	3
8	155	2
8	155.25	2
8	155.5	1
8	155.75	1
8	156	4
8	156.25	4
8	156.5	3
8	156.75	3
8	157	2
8	157.25	2
8	157.5	1
8	157.75	1
8	158	4
8	158.25	4
8	158.5	3
8	158.75	3
8	159	2
8	159.25	2
8	159.5	1
8	159.75	1
8	160	4
8	160.25	4
8	160.5	3
8	160.75	3
8	161	2
8	161.25	2
8	161.5	1
8	161.75	1
15	162	1
15	165	1
15	168	2
15	171	2
15	174	3
15	177	3
15	178	4
15	180	4
